Protein_Name,Protein_Labels,Source,Predicted results,
A9KD26,chloroplast,,envelope,
A9KJI9,chloroplast,,membrane,
A9KWA7,chloroplast,,stroma,
A9KX12,chloroplast,Manual assertion|HAMAP-Rule:MF_01393,stroma,
A9L985,chloroplast,,stroma,
A9L994,chloroplast,,stroma,
A9L9B7,chloroplast,,stroma,
A9L9B8,chloroplast,,stroma,
A9L9B9,chloroplast,,stroma,
A9L9C9,chloroplast,,stroma,
A9L9D2,chloroplast,,membrane,
A9L9D3,chloroplast,,membrane,
A9L9D5,chloroplast,,stroma,
A9L9D6,chloroplast,,stroma,
A9L9E1,chloroplast,,membrane,
A9L9E3,chloroplast,,stroma,
A9LYD5,chloroplast,Manual assertion|HAMAP-Rule:MF_00075,membrane,
A9LYD8,chloroplast,,membrane,
A9LYE0,chloroplast,,stroma,
A9LYE2,chloroplast,,stroma,
A9LYE6,chloroplast,,stroma,
A9LYG6,chloroplast,,stroma,
A9LYH4,chloroplast,,envelope,
A9M3W1,chloroplast,,,
A9MJR3,chloroplast,Manual assertion|HAMAP-Rule:MF_01393,stroma,
A9MN53,chloroplast,,stroma,
A9MSZ3,chloroplast,,stroma,
A9MXB2,chloroplast,Manual assertion|HAMAP-Rule:MF_01393,stroma,
A9NAM9,chloroplast,,stroma,
A9NBC4,chloroplast,Manual assertion|HAMAP-Rule:MF_01393,membrane,
A9NED8,chloroplast,,stroma,
A9QC39,chloroplast,,stroma,
A9QC40,chloroplast,,,
A9QC56,chloroplast,,stroma,
A9QCA5,chloroplast,,,
A9R5U5,chloroplast,Manual assertion|HAMAP-Rule:MF_01393,envelope,
A9R901,chloroplast,,envelope,
A9VP82,chloroplast,,stroma,
A9W4Q6,chloroplast,,membrane,
A9WH71,chloroplast,,stroma,
A9WSV4,chloroplast,,membrane,
B0B897,chloroplast,,Plastoglobule,stroma
B0BCG2,chloroplast,,envelope,
B0BRX8,chloroplast,Manual assertion|HAMAP-Rule:MF_01393,envelope,
B0BST6,chloroplast,,envelope,
B0BUQ5,chloroplast,,membrane,
B0BZK7,chloroplast,Manual assertion|HAMAP-Rule:MF_01393,membrane,
B0C1D8,chloroplast,,envelope,
B0CBD5,chloroplast,,envelope,
B0CCD2,chloroplast,,stroma,
B0CG09,chloroplast,Manual assertion|HAMAP-Rule:MF_01308,membrane,
B0CH27,chloroplast,,envelope,
B0JHZ8,chloroplast,,membrane,
B0JI44,chloroplast,Manual assertion|HAMAP-Rule:MF_01308,membrane,
B0JSE2,chloroplast,,stroma,
B0JWU6,chloroplast,Manual assertion|HAMAP-Rule:MF_01393,,
B0K5P8,chloroplast,,membrane,
B0KCK5,chloroplast,,stroma,
B0KK72,chloroplast,,membrane,
B0KRB4,chloroplast,Manual assertion|HAMAP-Rule:MF_01393,membrane,
B0RB44,chloroplast,,stroma,
B0RU77,chloroplast,,membrane,
B0RZU5,chloroplast,,stroma,
B0SA42,chloroplast,,membrane,
B0SSH2,chloroplast,,stroma,membrane
B0TC61,chloroplast,,stroma,
B0TM07,chloroplast,,envelope,stroma
B0TQG0,chloroplast,Manual assertion|HAMAP-Rule:MF_01393,membrane,
B0U0Y4,chloroplast,,membrane,
B0U5K4,chloroplast,,membrane,
B0UHW4,chloroplast,,membrane,
B0UWH1,chloroplast,Manual assertion|HAMAP-Rule:MF_01393,membrane,
B0UX18,chloroplast,,membrane,
B0V6X3,chloroplast,,envelope,
B0VBM6,chloroplast,Manual assertion|HAMAP-Rule:MF_01393,,
B0VNJ8,chloroplast,Manual assertion|HAMAP-Rule:MF_01393,membrane,
B0VQS3,chloroplast,,envelope,
B0YPL5,chloroplast,,membrane,
B0YPN0,chloroplast,,membrane,
B0YPP2,chloroplast,By Similarity,membrane,
B0YPR5,chloroplast,,membrane,
B0Z4K7,chloroplast,,membrane,
B0Z4L9,chloroplast,,membrane,
B0Z4M8,chloroplast,,membrane,
B0Z4P7,chloroplast,,membrane,
B0Z4P8,chloroplast,,stroma,
B0Z4P9,chloroplast,,membrane,
B0Z4Q9,chloroplast,,membrane,
B0Z4R2,chloroplast,,stroma,
B0Z4R3,chloroplast,,stroma,
B0Z4R5,chloroplast,,membrane,
B0Z4R6,chloroplast,,stroma,
B0Z4R7,chloroplast,,stroma,membrane
B0Z4S1,chloroplast,,membrane,
B0Z4T2,chloroplast,,membrane,
B0Z4U1,chloroplast,,membrane,
B0Z4V3,chloroplast,,stroma,
B0Z4W2,chloroplast,,membrane,
B0Z4Y1,chloroplast,,stroma,
B0Z4Y2,chloroplast,,membrane,
B0Z4Y3,chloroplast,,membrane,
B0Z4Z3,chloroplast,,membrane,
B0Z4Z6,chloroplast,,membrane,
B0Z4Z7,chloroplast,,membrane,
B0Z4Z9,chloroplast,,stroma,
B0Z500,chloroplast,,stroma,
B0Z501,chloroplast,,membrane,
B0Z505,chloroplast,,membrane,
B0Z516,chloroplast,,stroma,
B0Z525,chloroplast,,stroma,
B0Z537,chloroplast,,envelope,
B0Z546,chloroplast,,envelope,
B0Z565,chloroplast,,membrane,
B0Z566,chloroplast,,stroma,
B0Z567,chloroplast,,envelope,
B0Z577,chloroplast,,membrane,
B0Z580,chloroplast,,membrane,
B0Z581,chloroplast,,envelope,
B0Z583,chloroplast,,membrane,
B0Z584,chloroplast,,membrane,
B0Z585,chloroplast,,membrane,
B0Z589,chloroplast,,stroma,
B0Z5A0,chloroplast,,membrane,
B0Z5A9,chloroplast,,stroma,
B0Z5C1,chloroplast,,membrane,
B0Z5D0,chloroplast,,membrane,
B0Z5E9,chloroplast,,membrane,
B0Z5F0,chloroplast,,membrane,
B0Z5F1,chloroplast,,membrane,
B0Z5G1,chloroplast,,membrane,
B0Z5G4,chloroplast,,stroma,
B0Z5G5,chloroplast,,,
B0Z5G7,chloroplast,,Plastoglobule,
B0Z5G8,chloroplast,,membrane,
B0Z5G9,chloroplast,,Plastoglobule,
B0Z5H3,chloroplast,,envelope,
B0Z5I4,chloroplast,,envelope,
B1A916,chloroplast,,stroma,
B1A924,chloroplast,,stroma,
B1A933,chloroplast,,membrane,
B1A956,chloroplast,,membrane,
B1A957,chloroplast,,envelope,stroma
B1A958,chloroplast,,,
B1A968,chloroplast,,envelope,
B1A971,chloroplast,,membrane,
B1A972,chloroplast,,membrane,
B1A974,chloroplast,,membrane,
B1A975,chloroplast,,envelope,
B1A976,chloroplast,,membrane,
B1A980,chloroplast,,stroma,
B1A991,chloroplast,,envelope,
B1AIM5,chloroplast,,membrane,
B1GZ88,chloroplast,,membrane,
B1HM50,chloroplast,Manual assertion|HAMAP-Rule:MF_01393,membrane,
B1HMX5,chloroplast,,membrane,
B1I1J3,chloroplast,,membrane,
B1I8K3,chloroplast,,envelope,
B1ICT4,chloroplast,Manual assertion|HAMAP-Rule:MF_01393,membrane,
B1IPY4,chloroplast,,envelope,membrane
B1IX00,chloroplast,Manual assertion|HAMAP-Rule:MF_01393,envelope,
B1JDV9,chloroplast,,membrane,
B1JFU7,chloroplast,Manual assertion|HAMAP-Rule:MF_01393,envelope,
B1JIW6,chloroplast,,envelope,
B1JR35,chloroplast,Manual assertion|HAMAP-Rule:MF_01393,membrane,
B1JU27,chloroplast,,,
B1KMX8,chloroplast,,envelope,
B1KQ40,chloroplast,Manual assertion|HAMAP-Rule:MF_01393,envelope,
B1LBN5,chloroplast,,Plastoglobule,
B1LHC9,chloroplast,,stroma,
B1LL65,chloroplast,Manual assertion|HAMAP-Rule:MF_01393,,
B1LWT1,chloroplast,,lumen,
B1MGE5,chloroplast,,Plastoglobule,
B1MW09,chloroplast,,lumen,Plastoglobule
B1NWD1,chloroplast,,membrane,
B1NWD9,chloroplast,,stroma,
B1NWE8,chloroplast,,stroma,
B1NWH1,chloroplast,,stroma,
B1NWH2,chloroplast,,membrane,
B1NWH3,chloroplast,,membrane,
B1NWI3,chloroplast,,stroma,
B1NWI6,chloroplast,,membrane,
B1NWI7,chloroplast,,stroma,membrane
B1NWI9,chloroplast,,stroma,
B1NWJ0,chloroplast,,stroma,
B1NWJ1,chloroplast,,envelope,
B1NWJ5,chloroplast,,envelope,
B1NWK6,chloroplast,,,
B1PS77,chloroplast,By Similarity,stroma,
B1PS78,chloroplast,By Similarity,envelope,
B1PS79,chloroplast,By Similarity,envelope,Plastoglobule
B1VEU1,chloroplast,,stroma,
B1VKC8,chloroplast,,membrane,
B1VKD2,chloroplast,,membrane,
B1VKD3,chloroplast,,membrane,
B1VKD5,chloroplast,,envelope,
B1VKD6,chloroplast,,membrane,
B1VKD7,chloroplast,,membrane,
B1VKE0,chloroplast,,stroma,
B1VKE1,chloroplast,,stroma,
B1VKE2,chloroplast,,stroma,
B1VKG7,chloroplast,,stroma,
B1VKH6,chloroplast,,stroma,
B1VKJ1,chloroplast,,membrane,
B1VKJ4,chloroplast,,membrane,
B1W402,chloroplast,,membrane,
B1WQR5,chloroplast,,membrane,
B1WQY6,chloroplast,,membrane,
B1WUH7,chloroplast,Manual assertion|HAMAP-Rule:MF_01393,membrane,
B1WXB4,chloroplast,Manual assertion|HAMAP-Rule:MF_01393,membrane,
B1WYT6,chloroplast,,membrane,
B1X0Z7,chloroplast,Manual assertion|HAMAP-Rule:MF_01308,membrane,
B1X3Y1,chloroplast,By Similarity,membrane,
B1X4W8,chloroplast,,membrane,
B1X503,chloroplast,,membrane,
B1X6G6,chloroplast,,membrane,
B1X9W6,chloroplast,Manual assertion|HAMAP-Rule:MF_01393,membrane,
B1XHZ3,chloroplast,Manual assertion|HAMAP-Rule:MF_01393,membrane,
B1XI65,chloroplast,,membrane,
B1XJT4,chloroplast,,stroma,
B1XN58,chloroplast,Manual assertion|HAMAP-Rule:MF_01308,stroma,
B1XRK3,chloroplast,Manual assertion|HAMAP-Rule:MF_01393,membrane,
B1XSQ6,chloroplast,,stroma,membrane
B1Y8I2,chloroplast,,membrane,
B1YGV5,chloroplast,,membrane,
B1YRD5,chloroplast,,membrane,
B1Z757,chloroplast,,membrane,
B1ZNE3,chloroplast,,stroma,
B2A4E4,chloroplast,,stroma,
B2FQ50,chloroplast,,membrane,
B2G685,chloroplast,Manual assertion|HAMAP-Rule:MF_01393,membrane,
B2G8X3,chloroplast,,membrane,
B2GAT9,chloroplast,Manual assertion|HAMAP-Rule:MF_01393,Plastoglobule,
B2GDW4,chloroplast,,membrane,
B2GIZ8,chloroplast,,membrane,
B2HQK8,chloroplast,Manual assertion|HAMAP-Rule:MF_01393,membrane,
B2HSN6,chloroplast,,membrane,
B2HZL7,chloroplast,,stroma,
B2I0Z6,chloroplast,Manual assertion|HAMAP-Rule:MF_01393,,
B2I8H4,chloroplast,,,
B2IK67,chloroplast,,stroma,
B2IQX5,chloroplast,Manual assertion|HAMAP-Rule:MF_01393,stroma,
B2IS45,chloroplast,,membrane,
B2ITQ0,chloroplast,,stroma,
B2IUK8,chloroplast,,stroma,
B2J053,chloroplast,Manual assertion|HAMAP-Rule:MF_01393,membrane,
B2J5A9,chloroplast,,stroma,membrane
B2JI61,chloroplast,,membrane,
B2K5M5,chloroplast,,membrane,
B2K841,chloroplast,Manual assertion|HAMAP-Rule:MF_01393,membrane,
B2KEL6,chloroplast,,stroma,
B2LMH4,chloroplast,,stroma,
B2LMI3,chloroplast,,membrane,
B2LMJ1,chloroplast,,membrane,
B2LML4,chloroplast,,membrane,
B2LML5,chloroplast,,membrane,
B2LML6,chloroplast,,membrane,
B2LMM6,chloroplast,,membrane,
B2LMN0,chloroplast,,stroma,
B2LMN1,chloroplast,,stroma,
B2LMN3,chloroplast,,stroma,
B2LMN4,chloroplast,,envelope,
B2LMN9,chloroplast,,membrane,
B2LMP1,chloroplast,,membrane,
B2RLY7,chloroplast,,membrane,
B2S0I6,chloroplast,,stroma,
B2S2E1,chloroplast,,Plastoglobule,stroma
B2SDY0,chloroplast,,stroma,
B2SQR5,chloroplast,,membrane,
B2T746,chloroplast,,,
B2TUN7,chloroplast,Manual assertion|HAMAP-Rule:MF_01393,,
B2U2T3,chloroplast,,envelope,
B2UEL4,chloroplast,,envelope,
B2UMT4,chloroplast,,stroma,
B2UT00,chloroplast,Manual assertion|HAMAP-Rule:MF_01393,stroma,
B2UV77,chloroplast,,stroma,
B2V7K8,chloroplast,,stroma,
B2V9G8,chloroplast,Manual assertion|HAMAP-Rule:MF_01393,stroma,
B2VCB0,chloroplast,Manual assertion|HAMAP-Rule:MF_01393,stroma,
B2VK59,chloroplast,,stroma,
B2X1Y4,chloroplast,,stroma,
B2X1Y5,chloroplast,,membrane,
B2X1Y6,chloroplast,,envelope,
B2X1Y7,chloroplast,,stroma,
B2X201,chloroplast,,envelope,
B2XTD5,chloroplast,,stroma,
B2XTE3,chloroplast,,membrane,
B2XTE4,chloroplast,,envelope,
B2XTU1,chloroplast,,Plastoglobule,
B2XTU9,chloroplast,,envelope,
B2XTV0,chloroplast,,envelope,
B2XWJ8,chloroplast,,envelope,Plastoglobule
B2XWK3,chloroplast,,stroma,
B2XWM6,chloroplast,,Plastoglobule,membrane
B2XWM8,chloroplast,,envelope,stroma
B2XWN0,chloroplast,,envelope,
B2XWQ6,chloroplast,,envelope,
B2XWR0,chloroplast,,envelope,
B2XWR1,chloroplast,,,
B2XWR3,chloroplast,,stroma,
B2XWR4,chloroplast,,stroma,
B2Y1U8,chloroplast,,,
B2Y1V2,chloroplast,,,
B2Y1Y0,chloroplast,,stroma,
B2Y1Y2,chloroplast,,envelope,
B2Y1Z2,chloroplast,,envelope,
B2Y1Z5,chloroplast,,stroma,
B2Y1Z6,chloroplast,,stroma,
B2Y1Z7,chloroplast,,,
B2Y1Z9,chloroplast,,Plastoglobule,
B2Y203,chloroplast,,envelope,
B2Y208,chloroplast,,envelope,
B3CN31,chloroplast,,Plastoglobule,
B3CT10,chloroplast,,Plastoglobule,
B3DQB9,chloroplast,,stroma,
B3E0I9,chloroplast,,Plastoglobule,stroma
B3E7U0,chloroplast,,envelope,
B3E9X3,chloroplast,Manual assertion|HAMAP-Rule:MF_01393,,
B3EGY5,chloroplast,,,
B3EP56,chloroplast,,envelope,
B3EUL8,chloroplast,,stroma,
B3GZ16,chloroplast,,envelope,
B3H2P9,chloroplast,Manual assertion|HAMAP-Rule:MF_01393,Plastoglobule,
B3PK42,chloroplast,,stroma,
B3PMP2,chloroplast,,Plastoglobule,
B3QNH3,chloroplast,Manual assertion|HAMAP-Rule:MF_01393,stroma,
B3QY29,chloroplast,,envelope,
B3QZZ6,chloroplast,,,
B3R7R8,chloroplast,,membrane,
B3TN49,chloroplast,,envelope,
B3TN70,chloroplast,,,
B3TN72,chloroplast,,membrane,
B3TN82,chloroplast,,Plastoglobule,
B3TN86,chloroplast,,envelope,
B3TN87,chloroplast,,stroma,
B3TN89,chloroplast,,stroma,
B3TN90,chloroplast,,,
B3TN95,chloroplast,,envelope,
B3TNB4,chloroplast,,membrane,
B3V4Q2,chloroplast,,membrane,
B3V4S7,chloroplast,,stroma,
B3WAL2,chloroplast,,stroma,
B4E5C5,chloroplast,,stroma,
B4F0E1,chloroplast,Manual assertion|HAMAP-Rule:MF_01393,stroma,
B4F1I9,chloroplast,,stroma,
B4R8M2,chloroplast,,stroma,
B4RQY3,chloroplast,,stroma,
B4RS87,chloroplast,Manual assertion|HAMAP-Rule:MF_01393,membrane,
B4S096,chloroplast,,stroma,
B4S5C3,chloroplast,,stroma,
B4S798,chloroplast,Manual assertion|HAMAP-Rule:MF_01393,membrane,
B4SBV2,chloroplast,,stroma,
B4SKW8,chloroplast,,membrane,
B4SUT5,chloroplast,,membrane,
B4SYD7,chloroplast,Manual assertion|HAMAP-Rule:MF_01393,membrane,
B4TAX8,chloroplast,Manual assertion|HAMAP-Rule:MF_01393,,
B4TKL0,chloroplast,,stroma,
B4TN37,chloroplast,Manual assertion|HAMAP-Rule:MF_01393,membrane,
B4TXD7,chloroplast,,,
B4U2D6,chloroplast,Manual assertion|HAMAP-Rule:MF_01393,stroma,
B4U505,chloroplast,,membrane,
B4U749,chloroplast,,stroma,
B4U8V3,chloroplast,Manual assertion|HAMAP-Rule:MF_01393,stroma,
B4UBA4,chloroplast,,stroma,
B5BGY1,chloroplast,,stroma,
B5BIP2,chloroplast,Manual assertion|HAMAP-Rule:MF_01393,stroma,
B5E676,chloroplast,Manual assertion|HAMAP-Rule:MF_01393,stroma,
B5E6G0,chloroplast,,stroma,
B5EFG8,chloroplast,Manual assertion|HAMAP-Rule:MF_01393,stroma,
B5EFQ5,chloroplast,,stroma,
B5ELY4,chloroplast,,envelope,
B5EZ02,chloroplast,Manual assertion|HAMAP-Rule:MF_01393,envelope,
B5F8E7,chloroplast,,stroma,
B5FCZ7,chloroplast,Manual assertion|HAMAP-Rule:MF_01393,envelope,
B5FG14,chloroplast,,membrane,
B5FJK9,chloroplast,,stroma,
B5FN39,chloroplast,Manual assertion|HAMAP-Rule:MF_01393,stroma,
B5LML8,chloroplast,,stroma,
B5LMP5,chloroplast,,stroma,
B5LMQ6,chloroplast,,stroma,
B5LMQ9,chloroplast,,stroma,
B5LMR0,chloroplast,,stroma,
B5LMR2,chloroplast,,,
B5LMR9,chloroplast,,stroma,
B5QVD8,chloroplast,Manual assertion|HAMAP-Rule:MF_01393,membrane,
B5R286,chloroplast,,stroma,
B5RFV7,chloroplast,Manual assertion|HAMAP-Rule:MF_01393,membrane,
B5RH20,chloroplast,,membrane,
B5RM41,chloroplast,,stroma,
B5RPI7,chloroplast,,,
B5XJ41,chloroplast,,membrane,
B5XKP6,chloroplast,Manual assertion|HAMAP-Rule:MF_01393,envelope,
B5XN99,chloroplast,,,
B5XZL8,chloroplast,Manual assertion|HAMAP-Rule:MF_01393,envelope,
B5YTN6,chloroplast,,membrane,
B5YXE2,chloroplast,Manual assertion|HAMAP-Rule:MF_01393,membrane,
B5Z7J3,chloroplast,Manual assertion|HAMAP-Rule:MF_01393,envelope,
B5Z8W2,chloroplast,,membrane,
B6EHU3,chloroplast,Manual assertion|HAMAP-Rule:MF_01393,membrane,
B6EPT0,chloroplast,,envelope,
B6I229,chloroplast,,stroma,
B6I3X5,chloroplast,Manual assertion|HAMAP-Rule:MF_01393,stroma,
B6IRR1,chloroplast,,stroma,
B6J258,chloroplast,,envelope,
B6J2D4,chloroplast,Manual assertion|HAMAP-Rule:MF_01393,Plastoglobule,stroma
B6J5D7,chloroplast,,envelope,
B6J957,chloroplast,Manual assertion|HAMAP-Rule:MF_01393,Plastoglobule,stroma
B6JM59,chloroplast,Manual assertion|HAMAP-Rule:MF_01393,envelope,
B6JNF2,chloroplast,,stroma,
B6YQ80,chloroplast,,envelope,
B7GJ72,chloroplast,,stroma,
B7GMF9,chloroplast,Manual assertion|HAMAP-Rule:MF_01393,stroma,
B7GND5,chloroplast,,envelope,
B7H2A0,chloroplast,Manual assertion|HAMAP-Rule:MF_01393,envelope,
B7HJ53,chloroplast,,stroma,
B7HQU9,chloroplast,,stroma,
B7I1V8,chloroplast,Manual assertion|HAMAP-Rule:MF_01393,,
B7IHV1,chloroplast,,membrane,
B7IT24,chloroplast,,,
B7J248,chloroplast,,stroma,
B7J472,chloroplast,,stroma,
B7JKC4,chloroplast,,envelope,
B7JUP7,chloroplast,,envelope,
B7K2V6,chloroplast,Manual assertion|HAMAP-Rule:MF_01308,envelope,
B7K330,chloroplast,,envelope,stroma
B7K836,chloroplast,,stroma,
B7KHV5,chloroplast,Manual assertion|HAMAP-Rule:MF_01308,stroma,
B7L0R6,chloroplast,,stroma,
B7L4K4,chloroplast,,membrane,
B7L888,chloroplast,Manual assertion|HAMAP-Rule:MF_01393,envelope,
B7LK83,chloroplast,Manual assertion|HAMAP-Rule:MF_01393,membrane,
B7LRT1,chloroplast,,membrane,
B7M1M9,chloroplast,,stroma,
B7M594,chloroplast,Manual assertion|HAMAP-Rule:MF_01393,stroma,
B7MCT0,chloroplast,,stroma,
B7MGF8,chloroplast,Manual assertion|HAMAP-Rule:MF_01393,membrane,
B7N199,chloroplast,,membrane,
B7N241,chloroplast,Manual assertion|HAMAP-Rule:MF_01393,membrane,
B7NDT6,chloroplast,,stroma,membrane
B7NF54,chloroplast,Manual assertion|HAMAP-Rule:MF_01393,membrane,
B7NLN4,chloroplast,,membrane,
B7NR40,chloroplast,Manual assertion|HAMAP-Rule:MF_01393,envelope,
B7UK39,chloroplast,,envelope,
B7UMK3,chloroplast,Manual assertion|HAMAP-Rule:MF_01393,envelope,
B7V649,chloroplast,,membrane,
B7V797,chloroplast,Manual assertion|HAMAP-Rule:MF_01393,membrane,
B8CND8,chloroplast,,membrane,
B8CVV1,chloroplast,Manual assertion|HAMAP-Rule:MF_01393,membrane,
B8D0C9,chloroplast,,stroma,
B8D844,chloroplast,,membrane,
B8D9U2,chloroplast,,stroma,
B8DB13,chloroplast,,envelope,
B8DNA1,chloroplast,,membrane,
B8DW18,chloroplast,,,
B8EBK0,chloroplast,,membrane,
B8EDV6,chloroplast,Manual assertion|HAMAP-Rule:MF_01393,membrane,
B8ELF8,chloroplast,,membrane,
B8F760,chloroplast,,stroma,membrane
B8F768,chloroplast,Manual assertion|HAMAP-Rule:MF_01393,membrane,
B8FET0,chloroplast,,membrane,
B8G1X1,chloroplast,,membrane,
B8G6S0,chloroplast,,,
B8GV53,chloroplast,,membrane,
B8HD01,chloroplast,,membrane,
B8HTT7,chloroplast,,membrane,
B8HVR9,chloroplast,,,
B8IS90,chloroplast,,membrane,
B8IYH7,chloroplast,,membrane,
B8J4L9,chloroplast,Manual assertion|HAMAP-Rule:MF_01393,stroma,
B8J865,chloroplast,,membrane,
B8ZKG2,chloroplast,,stroma,membrane
B8ZLB4,chloroplast,Manual assertion|HAMAP-Rule:MF_01393,stroma,
B8ZSB4,chloroplast,,membrane,
B9DM42,chloroplast,,membrane,
B9DMF0,chloroplast,Manual assertion|HAMAP-Rule:MF_01393,,
B9DSV5,chloroplast,,membrane,
B9DYB4,chloroplast,,,
B9E8F1,chloroplast,Manual assertion|HAMAP-Rule:MF_01393,membrane,
B9E9J6,chloroplast,,stroma,
B9IZJ9,chloroplast,,membrane,
B9KEE5,chloroplast,,membrane,
B9KJ65,chloroplast,,membrane,
B9KL96,chloroplast,,membrane,
B9KZY2,chloroplast,,envelope,
B9L6M8,chloroplast,,stroma,
B9LJD7,chloroplast,,stroma,
B9LZL3,chloroplast,Manual assertion|HAMAP-Rule:MF_01393,envelope,
B9M6H3,chloroplast,,membrane,
B9MB78,chloroplast,,stroma,
B9MB97,chloroplast,Manual assertion|HAMAP-Rule:MF_01393,stroma,
C0M715,chloroplast,Manual assertion|HAMAP-Rule:MF_01393,stroma,
C0M7R4,chloroplast,,stroma,
C0MCB5,chloroplast,,stroma,
C0MH74,chloroplast,Manual assertion|HAMAP-Rule:MF_01393,membrane,
C0Q0B1,chloroplast,,envelope,
C0Q2N8,chloroplast,Manual assertion|HAMAP-Rule:MF_01393,membrane,
C0Q9W8,chloroplast,,envelope,
C0QW01,chloroplast,,envelope,
C0R304,chloroplast,,membrane,
C0ZII5,chloroplast,,membrane,
C0ZW30,chloroplast,,,
C1AL40,chloroplast,,membrane,
C1B017,chloroplast,,,
C1C8A4,chloroplast,Manual assertion|HAMAP-Rule:MF_01393,membrane,
C1CAL7,chloroplast,,membrane,
C1CC11,chloroplast,,,
C1CF98,chloroplast,Manual assertion|HAMAP-Rule:MF_01393,stroma,
C1CIA2,chloroplast,,membrane,
C1CLL1,chloroplast,Manual assertion|HAMAP-Rule:MF_01393,membrane,
C1CP93,chloroplast,,envelope,
C1CSD3,chloroplast,Manual assertion|HAMAP-Rule:MF_01393,envelope,
C1CXG1,chloroplast,,envelope,
C1DAS2,chloroplast,,stroma,
C1ET44,chloroplast,,membrane,
C1KYV2,chloroplast,Manual assertion|HAMAP-Rule:MF_01393,stroma,
C1KZH5,chloroplast,,stroma,
C3K1F2,chloroplast,Manual assertion|HAMAP-Rule:MF_01393,stroma,
C3K2X1,chloroplast,,stroma,
C3LJ87,chloroplast,,Plastoglobule,
C3LRQ3,chloroplast,,envelope,
C3LSJ5,chloroplast,Manual assertion|HAMAP-Rule:MF_01393,stroma,
C3P9R0,chloroplast,,stroma,
C3PKQ7,chloroplast,,stroma,
C3PPA2,chloroplast,,stroma,
C4K2H4,chloroplast,,stroma,
C4K7B3,chloroplast,,stroma,
C4KZP1,chloroplast,,envelope,
C4LDW6,chloroplast,Manual assertion|HAMAP-Rule:MF_01393,membrane,
C4LL47,chloroplast,,stroma,
C4XLX8,chloroplast,,Plastoglobule,
C4XQ07,chloroplast,Manual assertion|HAMAP-Rule:MF_01393,,
C4Z2T5,chloroplast,,envelope,
C4ZBS4,chloroplast,,membrane,
C4ZUH0,chloroplast,,envelope,
C4ZZ16,chloroplast,Manual assertion|HAMAP-Rule:MF_01393,envelope,
C5BF34,chloroplast,Manual assertion|HAMAP-Rule:MF_01393,,
C5BKK1,chloroplast,Manual assertion|HAMAP-Rule:MF_01393,,
C5BQ66,chloroplast,,envelope,
C5C0I6,chloroplast,,Plastoglobule,
C5CC57,chloroplast,,envelope,
C5CP48,chloroplast,,,
C5D3S2,chloroplast,,stroma,
C5D9M1,chloroplast,Manual assertion|HAMAP-Rule:MF_01393,envelope,Plastoglobule
C6C190,chloroplast,,membrane,
C6DG69,chloroplast,,membrane,
C6DJG6,chloroplast,Manual assertion|HAMAP-Rule:MF_01393,membrane,
C6E4Q2,chloroplast,,membrane,
C6E8P0,chloroplast,Manual assertion|HAMAP-Rule:MF_01393,stroma,
C9K7C2,chloroplast,Manual assertion|PROSITE-ProRule:PRU00227,membrane,
C9K7C3,chloroplast,,membrane,
C9K7C4,chloroplast,,stroma,
C9K7C5,chloroplast,,membrane,
C9K7C6,chloroplast,Manual assertion,membrane,
C9K7C7,chloroplast,,stroma,
C9K7F3,chloroplast,,membrane,
F4I0N3,chloroplast,,membrane,
F4I8B9,chloroplast,Manual assertion,stroma,
F4I933,chloroplast,Manual assertion,envelope,
F4IFD0,chloroplast,Publication|PubMed:24635680,membrane,
F4IG73,chloroplast,,,
F4INP9,chloroplast,,envelope,
F4IUW3,chloroplast,Manual assertion,stroma,
F4J7A7,chloroplast,Manual assertion,stroma,
F4JHT3,chloroplast,,stroma,
F4JJP1,chloroplast,Manual assertion,,
F4K4M0,chloroplast,,membrane,
F4KF27,chloroplast,Manual assertion,stroma,
K4IAL8,chloroplast,Manual assertion,stroma,
O05097,chloroplast,Manual assertion|HAMAP-Rule:MF_01393,stroma,
O05161,chloroplast,,membrane,
O06115,chloroplast,,stroma,
O07344,chloroplast,Manual assertion,stroma,
O09410,chloroplast,,stroma,
O19816,chloroplast,,membrane,
O19883,chloroplast,,stroma,
O19884,chloroplast,,stroma,
O19885,chloroplast,"Manual assertion|HAMAP-Rule:MF_00539, Manual assertion",envelope,
O19892,chloroplast,,membrane,
O19894,chloroplast,,membrane,
O19907,chloroplast,,membrane,
O19917,chloroplast,,envelope,
O19918,chloroplast,,membrane,
O19920,chloroplast,,envelope,
O19921,chloroplast,,envelope,stroma
O19986,chloroplast,,envelope,stroma
O19990,chloroplast,,stroma,
O19992,chloroplast,,stroma,
O19995,chloroplast,,stroma,
O20029,chloroplast,,membrane,
O20032,chloroplast,,envelope,
O20103,chloroplast,,stroma,
O20106,chloroplast,,stroma,
O20215,chloroplast,,stroma,
O20219,chloroplast,,stroma,membrane
O20221,chloroplast,,stroma,
O20234,chloroplast,,envelope,
O20236,chloroplast,,envelope,
O20254,chloroplast,,envelope,
O20255,chloroplast,,envelope,
O20273,chloroplast,,membrane,
O20278,chloroplast,,membrane,
O20280,chloroplast,,stroma,
O20291,chloroplast,,membrane,
O20399,chloroplast,,envelope,
O22018,chloroplast,,membrane,
O22024,chloroplast,Manual assertion|HAMAP-Rule:MF_00859,envelope,
O22029,chloroplast,"Manual assertion|HAMAP-Rule:MF_01306, Manual assertion",stroma,
